longitude,latitude,FIRE_DATE,FIRE_CAUSE,FIRE_SIZE_HECTARES,FIRE_YEAR
-120.81323706174747,53.14716601896103,2017-07-07,Lightning,226.3,2017
-124.1861771563852,53.086259421500166,2017-07-17,Lightning,1.7,2017
-124.69739553352298,52.753225136677905,2017-07-19,Lightning,1.9,2017
-121.60522330228405,52.75764174356617,2017-07-07,Lightning,17.7,2017
-121.60522330228405,52.75764174356617,2017-07-07,Lightning,17.7,2017
-122.33094431546995,51.56151641443582,2017-05-31,Person,4.1,2017
-122.07928424284997,52.05238246351688,2017-06-22,Person,0.1,2017
-121.99421701125465,51.74073169805121,2017-06-16,Lightning,25.9,2017
-122.8910959664556,52.010363550257516,2017-06-26,Person,41.6,2017
-121.91784001348823,52.06600451063188,2017-06-30,Person,0.9,2017
-121.75519322498313,52.169730151548336,2017-07-07,Person,3387.4,2017
-122.01251543666343,52.20610241773435,2017-07-07,Lightning,12723.0,2017
-122.31226019575185,52.21546861487782,2017-07-07,Lightning,13211.7,2017
-122.23209040590612,52.29564920343615,2017-07-07,Lightning,278.3,2017
-121.97144629232137,52.35027484869444,2017-07-07,Lightning,14.0,2017
-121.87398723008272,52.46979641407304,2017-07-07,Lightning,0.1,2017
-121.87191462414586,52.46402443985997,2017-07-07,Lightning,0.0,2017
-121.83709196285918,52.433326697850156,2017-07-07,Lightning,3.0,2017
-121.80451286341685,52.41441521604414,2017-07-07,Lightning,1.8,2017
-121.78464261585151,52.40467246374992,2017-07-07,Lightning,27.4,2017
-122.15748525464102,51.529601921382834,2017-07-20,Lightning,2.0,2017
-121.73081946380442,52.45127432125654,2017-07-08,Lightning,859.3,2017
-121.80090627114627,52.44870721446971,2017-07-07,Lightning,78.4,2017
-121.77462062044022,52.44781140285472,2017-07-07,Lightning,46.7,2017
-121.76141710260293,52.437973447168524,2017-07-07,Lightning,81.2,2017
-121.75860512113705,52.47973224509995,2017-07-07,Lightning,1.4,2017
-121.75888680201615,52.52503076193675,2017-07-07,Lightning,121.2,2017
-121.73054783883885,52.506982031784865,2017-07-07,Lightning,48.3,2017
-121.5461636179882,52.40900161510419,2017-07-06,Lightning,196.5,2017
-121.33942077262577,52.61674613023809,2017-07-11,Lightning,640.5,2017
-121.57262521538782,52.88763468480721,2017-07-07,Lightning,1711.6,2017
-121.57262521538782,52.88763468480721,2017-07-07,Lightning,1711.6,2017
-121.05235227325696,52.58454913507118,2017-07-17,Lightning,577.0,2017
-121.04528982814269,52.79027543560256,2017-07-17,Lightning,1375.7,2017
-121.18381454287953,52.65594075290548,2017-07-18,Lightning,4831.2,2017
-120.72817205644724,52.80167261799085,2017-07-23,Lightning,872.7,2017
-121.20924785235925,52.5600904064791,2017-07-25,Lightning,1247.8,2017
-121.62447111310301,52.1578720794259,2017-07-29,Person,1.9,2017
-120.54817411305002,52.62380725113096,2017-07-31,Lightning,1725.4,2017
-121.17474997195441,52.79134072597336,2017-08-13,Lightning,5.9,2017
-120.71625574965427,52.668072470718585,2017-08-20,Lightning,561.0,2017
-120.2871949332432,52.64683035358146,2017-07-20,Lightning,14.6,2017
-121.16046480468363,52.735478046026,2017-07-16,Lightning,14.3,2017
-121.83481586088676,51.756861159511644,2017-06-16,Lightning,27.4,2017
-121.83481586088676,51.756861159511644,2017-06-16,Lightning,27.4,2017
-121.39188024051364,51.68345103667504,2017-07-06,Person,5710.8,2017
-121.65945402575078,51.40592042752117,2017-07-19,Lightning,1.4,2017
-120.43468502021821,52.02058036504026,2017-07-20,Lightning,1.1,2017
-124.9068363708697,51.36997262235152,2016-07-16,Lightning,28.7,2016
-123.13370986024755,51.948754017006856,2017-03-23,Person,0.6,2016
-120.8954052565735,51.75540779459463,2017-08-12,Lightning,195.4,2017
-120.91668801210531,51.826919945886445,2017-08-12,Lightning,29.6,2017
-122.07483839287713,51.4391908638023,2017-08-27,Person,4.0,2017
-123.1584504921349,51.99617961247825,2017-04-03,Person,1.2,2017
-123.2568269499279,52.09066954889433,2017-04-04,Person,1.9,2017
-123.16358832447727,52.011496381802964,2017-04-09,Person,0.4,2017
-123.40386033390364,52.10023130903147,2017-04-11,Person,0.8,2017
-123.15917637396755,51.98943883816961,2017-04-21,Person,7.4,2017
-123.2623273256898,52.076214138751354,2017-04-30,Person,0.7,2017
-123.15653083163558,52.02400650567443,2017-06-05,Person,2.1,2017
-124.92150763540103,51.940028246032995,2017-06-25,Person,3.3,2017
-122.93985151970013,51.91220919366208,2017-07-07,Lightning,239339.6,2017
-122.93985151970013,51.91220919366208,2017-07-07,Lightning,239339.6,2017
-125.02221079080644,51.918233133804385,2017-07-07,Lightning,24957.0,2017
-124.71159973447912,52.39732736639413,2017-07-07,Lightning,92.3,2017
-123.66951784139188,51.61005926670112,2017-08-03,Lightning,25.5,2017
-123.66750470492512,53.424233470001155,2017-07-08,Lightning,6.4,2017
-126.08045243480895,52.778977613836055,2018-07-31,Lightning,44816.8,2018
-124.20528218914042,53.4002444512757,2019-04-21,Person,84.5,2019
-124.15209615701752,53.372316948946526,2019-04-21,Person,3.0,2019
-124.01596382670017,53.19052710215827,2019-04-22,Person,12.7,2019
-125.17220138448103,52.97451261882352,2019-05-08,Person,73.1,2019
-123.57268280678166,52.93266544949164,2019-05-09,Person,3.7,2019
-122.2810338954008,52.38467591206857,2019-04-05,Person,7.3,2019
-122.80540924375858,52.36371205103966,2019-08-15,Person,1.2,2019
-120.88459554079718,51.574908164720526,2019-05-08,Person,2.0,2019
-120.5188416174233,51.46976926621267,2019-05-30,Lightning,1.1,2019
-121.58948193510342,51.53744189323614,2019-06-15,Lightning,1.7,2019
-120.92427027240814,51.71938803974854,2019-06-18,Lightning,4.2,2019
-125.72898670153839,51.9548329157749,2018-07-04,Lightning,12313.0,2018
-125.47581730294463,51.77941252475282,2018-08-01,Lightning,19050.2,2018
-120.81181371715704,51.17721393462103,2018-05-23,Person,2465.1,2018
-120.29124519716007,51.95791162399817,2018-08-05,Lightning,1044.3,2018
-124.40123209136199,53.36032871813357,2018-07-30,Person,20759.6,2018
-124.97812395104307,51.40614102319946,2018-08-15,Lightning,747.2,2018
-123.94289905612563,53.42792971221705,2018-06-21,Lightning,2245.2,2018
-120.77498987896251,51.05368943418793,2021-06-28,Person,89626.7,2021
-121.42690130508221,51.24943083303435,2021-07-12,Lightning,454.3,2021
-120.9640251378245,51.91040651861986,2021-07-11,Lightning,1.5,2021
-123.13306049845623,51.94958198062319,2021-04-02,Person,6.4,2021
-120.23639187416043,52.009324966631084,2021-07-01,Lightning,111.8,2021
-123.10969447456158,51.94222616927459,2021-04-02,Person,3.0,2021
-123.4044063236463,52.10367265161202,2021-04-06,Person,5.4,2021
-123.10942236364087,51.92385037002827,2021-04-10,Person,2.6,2021
-123.03021428389573,51.93672254963513,2021-04-11,Person,9.9,2021
-123.39578505229865,52.09527915046483,2021-04-11,Person,3.4,2021
-123.39725340260384,52.09866646128051,2021-04-10,Person,5.3,2021
-123.15364269328259,52.002446528244995,2021-04-13,Person,37.9,2021
-123.39705355615578,52.105970262777184,2021-04-15,Person,13.1,2021
-123.22935619441263,52.11621417703883,2021-04-19,Person,3.3,2021
-123.82475056470312,51.48205025937856,2021-04-21,Person,38.4,2021
-123.18906403624781,52.0356421872934,2021-04-24,Person,1.3,2021
-124.9877143251137,51.96663348020423,2021-05-15,Person,11.6,2021
-123.05468146646027,51.75913807678704,2021-05-16,Person,1.5,2021
-124.98904854100782,52.071065607838406,2021-07-01,Person,7195.4,2021
-125.62519608628125,52.50347847215538,2021-07-03,Lightning,1833.2,2021
-125.66349151082211,52.71418634408722,2021-07-08,Lightning,924.4,2021
-123.16879709885782,52.00733382190347,2021-07-31,Person,1.7,2021
-125.62381898424177,52.628230690264445,2021-08-01,Lightning,7.7,2021
-125.54375907102488,52.944917336418605,2021-07-07,Lightning,233.0,2021
-125.54375907102488,52.944917336418605,2021-07-07,Lightning,233.0,2021
-123.95283043449602,53.477249302998636,2021-06-30,Lightning,1474.8,2021
-122.00257967775951,50.94682270830553,2021-06-29,Person,44964.2,2021
-121.20360515108756,53.12210520060181,2021-07-11,Lightning,1885.9,2021
-121.43853432562476,53.25196345344116,2021-07-10,Lightning,4.5,2021
-122.89791250879148,52.724890546961,2021-07-26,Lightning,0.1,2021
-124.72348105094342,53.02691208804186,2021-07-31,Lightning,5.2,2021
-123.85508494897005,53.32855757129295,2021-08-01,Lightning,1.4,2021
-123.5398186859147,53.19088610103978,2021-08-02,Lightning,0.4,2021
-125.23317009142228,52.965756247226096,2021-08-05,Lightning,4.8,2021
-124.85700086182968,52.97024829715201,2021-08-12,Person,0.9,2021
-122.09756022702668,52.26663042976347,2021-04-15,Person,2.7,2021
-122.25045382312413,51.51689534961771,2021-04-22,Person,48.7,2021
-122.25045382312413,51.51689534961771,2021-04-22,Person,48.7,2021
-122.33245484371437,51.46510433703332,2021-06-02,Lightning,12040.0,2021
-122.40556674281531,51.63590355920152,2021-07-09,Lightning,15.7,2021
-122.7372331285523,52.20492260440984,2021-07-10,Lightning,6.6,2021
-121.87618807608848,51.94231885691962,2021-07-10,Lightning,1.7,2021
-121.90323326702844,51.721694024994534,2021-07-10,Lightning,1.8,2021
-120.86729255732008,52.2660895457081,2021-06-27,Person,1833.9,2021
-120.86322883406946,51.58521391908084,2021-06-30,Lightning,652.3,2021
-121.13098180855083,51.826960282785414,2021-06-30,Lightning,18.2,2021
-120.89341732151865,51.692317747993286,2021-06-30,Lightning,19.0,2021
-120.90795030566976,51.68270591765314,2021-07-02,Lightning,55.9,2021
-121.72317587509087,51.24257208552341,2021-07-05,Lightning,1.9,2021
-120.78494891749533,51.708066529683414,2021-07-05,Lightning,330.1,2021
-121.60666015034046,51.48706561056819,2021-07-08,Lightning,73862.5,2021
-121.12154503238062,51.56342908613085,2021-06-30,Lightning,6.8,2021
-120.90938600013509,51.704551312948404,2021-06-30,Lightning,7.2,2021
-120.90537227055195,51.64392501655647,2021-06-30,Lightning,89.0,2021
-120.91685666951992,51.6465983248323,2021-06-30,Lightning,27.8,2021
-120.93089078498133,51.65962087637648,2021-06-30,Lightning,26.3,2021
-120.79937717072386,51.80629210839528,2021-06-30,Lightning,43.5,2021
-121.12039114646606,51.64146438554724,2021-06-30,Lightning,19.5,2021
-120.80454341043351,51.654783590174084,2021-06-30,Lightning,19.8,2021
-120.90763270702462,51.91820985236342,2020-07-01,Lightning,3278.3,2021
-121.09000931190533,51.48640545990952,2021-07-02,Lightning,34.2,2021
-121.06084232057474,52.57023163659623,2021-06-30,Lightning,333.9,2021
-120.89803402261512,52.31605695438265,2021-06-30,Lightning,609.3,2021
-120.94580934836195,52.442508044130555,2021-07-09,Lightning,3.4,2021
-120.40687741930172,52.64857834382086,2021-07-15,Lightning,1517.0,2021
-121.5363232880977,52.13980750567478,2021-08-02,Lightning,2.5,2021
-120.82643431026082,52.54446534937848,2021-08-01,Lightning,25.1,2021
-120.7221509620311,52.495748181896715,2021-08-03,Lightning,2.3,2021
-120.70271813095796,52.47604607464004,2021-08-02,Lightning,255.5,2021
-120.6490665609577,52.90144067324905,2021-08-11,Lightning,57.7,2021
-120.38106586000077,52.865354233131114,2021-08-16,Lightning,1.2,2021
-120.8545033562328,51.862267038356734,2021-04-17,Person,4.2,2021
-121.0976003093275,51.81037804444244,2021-04-23,Person,24.4,2021
-121.78241215686643,51.008138608172786,2021-06-03,Person,1.6,2021
-121.11257004105767,51.47634644455073,2021-06-30,Lightning,16.0,2021
-121.17831310146059,51.55651962231329,2021-06-30,Lightning,6.7,2021
-122.50237697998591,51.950617239800614,2020-04-13,Person,3.8,2020
-121.59081919345078,51.850141656431234,2020-04-13,Person,1.6,2020
-121.17257450958685,51.46864976650166,2021-06-30,Lightning,3.9,2021
-120.86729665001356,51.24575646729801,2021-06-30,Lightning,7453.0,2021
-120.8288681328978,51.75869217964864,2021-06-30,Lightning,3256.5,2021
-121.51894471381387,51.140366970888266,2020-08-01,Lightning,1.2,2020
-123.12204887138256,51.944215246499496,2020-04-06,Person,13.2,2020
-123.15005869335575,51.989902989964534,2020-04-06,Person,1.2,2020
-123.04662465313527,51.93769449026537,2020-04-10,Person,0.3,2020
-123.273395563586,52.081532083908115,2020-04-12,Person,0.8,2020
-123.14641080036256,51.96676036057794,2020-04-18,Person,2.0,2020
-123.05827274746075,53.0301693030301,2021-01-01,Person,12.4,2021
-123.60290408302178,52.961204772908935,2021-06-30,Person,0.3,2021
-124.01989778799957,53.35627631026037,2021-07-01,Lightning,5.1,2021
-123.37956739860182,52.630041091143404,2021-06-29,Lightning,790.3,2021
-124.58196517477478,53.049200033897755,2021-07-01,Lightning,9.7,2021
-123.23065915605372,53.287033049003774,2021-07-01,Lightning,3.7,2021
-124.44463723231547,53.09004203329831,2021-06-30,Lightning,0.2,2021
-124.51693473583474,52.874951631594946,2021-07-02,Lightning,1.3,2021
-123.87821611026926,53.218370922435874,2021-07-05,Lightning,8086.3,2021
-121.47890259943352,52.907115684847454,2021-07-05,Lightning,28.0,2021
-122.57640836174326,52.51636868152972,2021-07-07,Person,3.1,2021
-121.04259825733101,53.05305338342789,2021-07-10,Lightning,914.2,2021
-123.82110461255762,53.46822274218983,2023-07-08,Lightning,2263.9,2023
-123.63709434841005,53.27467251731935,2023-07-09,Lightning,4422.1,2023
-122.30494939439615,52.77437466496512,2023-07-09,Lightning,27.9,2023
-122.07687764841953,52.79867122651058,2023-07-09,Lightning,13.4,2023
-123.6568967636544,53.16191420259449,2023-07-09,Lightning,7864.0,2023
-125.44215532753455,52.906256776381866,2023-07-17,Lightning,341.9,2023
-122.93007052199485,52.90348222648588,2023-07-19,Lightning,1.6,2023
-122.24494248769133,52.60390753132924,2023-07-21,Lightning,251.9,2023
-122.24494248769133,52.60390753132924,2023-07-21,Lightning,251.9,2023
-123.76181414985659,53.41779868537774,2023-07-22,Lightning,0.7,2023
-124.79602177208758,53.02306656071355,2023-09-17,Person,10.4,2023
-122.52139971533882,51.92916790875088,2023-04-23,Person,17.1,2023
-122.6201268169327,51.98264426514166,2023-04-26,Person,105.2,2023
-122.15622499092322,52.00037563201084,2023-04-26,Person,4.9,2023
-122.066617462276,52.24697207547316,2023-04-29,Person,2.1,2023
-122.00952199146677,52.376856215695604,2023-07-08,Lightning,1.0,2023
-122.11376050806507,51.87150493966376,2023-07-09,Lightning,1.1,2023
-122.19566999640162,52.05311992490005,2023-07-11,Lightning,1.3,2023
-122.62092558376784,51.373348164925275,2023-07-19,Lightning,6.0,2023
-122.08860170020603,51.882781370600654,2023-07-30,Lightning,1.5,2023
-122.33673989545366,51.910907409549544,2023-08-01,Lightning,1.5,2023
-121.96408559361328,52.12347010892721,2024-03-26,Person,27.7,2023
-121.06072884137755,52.63023739577022,2023-05-19,Lightning,963.7,2023
-121.64676207282925,52.62262246802059,2023-05-19,Lightning,2.2,2023
-120.46798710992451,52.83789365252365,2023-05-20,Lightning,241.7,2023
-124.13675241113535,53.43856833927894,2023-07-11,Lightning,1144.3,2023
-120.48574707073351,52.6902450663848,2023-06-02,Lightning,25.6,2023
-120.83598850602904,52.25037913845234,2023-06-08,Person,225.4,2023
-121.3642668313767,52.69653620304797,2023-07-05,Lightning,308.0,2023
-120.7439483943899,52.45619082864491,2023-07-08,Lightning,240.1,2023
-120.82848273728939,52.69216142348423,2023-07-09,Lightning,38.6,2023
-120.99721858695283,52.474769189460105,2023-07-10,Lightning,10.9,2023
-120.49024952465703,52.57327470294197,2023-07-14,Lightning,27.3,2023
-121.36955091233783,52.53382036551583,2023-07-19,Lightning,3.1,2023
-120.7637775006206,52.27352417691643,2023-07-19,Lightning,1.3,2023
-120.40988887492556,52.87674889416389,2023-07-25,Lightning,53.0,2023
-120.84683642246107,52.57319873221103,2023-08-06,Lightning,6.4,2023
-121.31346594302259,52.59734135479017,2023-09-13,Lightning,4.0,2023
-121.73085175187235,52.416615138494564,2024-03-24,Person,1.1,2023
-125.5755736337839,52.970517089025094,2023-07-06,Lightning,21926.5,2023
-125.5755736337839,52.970517089025094,2023-07-06,Lightning,21926.5,2023
-121.2265372050474,51.60767438239118,2023-04-17,Person,1.0,2023
-121.5631190825835,51.2230307720327,2023-04-28,Person,11.0,2023
-120.99280359271398,51.37456096428581,2023-04-29,Person,146.9,2023
-121.3807297083193,51.307670064418055,2023-04-30,Person,3.8,2023
-122.00731203775966,51.29009971112226,2023-05-03,Lightning,45.2,2023
-121.93075108016154,51.6357310846264,2023-05-17,Lightning,536.9,2023
-121.315665711321,52.05610990616661,2023-05-18,Lightning,23.7,2023
-121.85602335225448,51.614096720534775,2023-05-19,Lightning,2.0,2023
-121.57189167653827,51.71203875403613,2023-06-29,Lightning,1.7,2023
-121.1814739914544,51.3858235356869,2023-08-18,Person,0.5,2023
-121.33452496502875,52.07488618135578,2023-10-16,Person,1.6,2023
-124.16117153484421,51.52086628405342,2023-04-06,Person,2.1,2023
-123.09774869301904,51.94046983274541,2023-04-08,Person,3.8,2023
-123.18585184555542,52.03624478083696,2023-04-10,Person,10.4,2023
-123.16244867032958,52.00192277573376,2023-04-14,Person,15.2,2023
-123.21122441397002,52.04605027014292,2023-04-15,Person,18.2,2023
-123.23259638457753,51.89438398074077,2023-04-21,Person,47.6,2023
-124.23363611171209,52.10025069571056,2023-04-06,Person,4.8,2023
-123.1659203102862,52.03919775819733,2023-04-27,Person,206.1,2023
-123.12689869187452,51.91926520882647,2023-04-27,Person,1.5,2023
-123.83874368771676,51.48145621374291,2023-04-29,Person,10.1,2023
-124.49638460120718,53.08803468719617,2023-04-28,Person,2.1,2023
-125.28164455586693,52.45773392634082,2023-05-09,Person,0.8,2023
-125.42871482195088,52.44715024433154,2023-05-17,Person,146.0,2023
-121.83731090276693,53.078897823056636,2023-05-18,Lightning,74.3,2023
-121.62123467215295,53.295032536045255,2023-05-17,Lightning,19.0,2023
-123.02546442125835,52.62988032048274,2023-05-20,Lightning,75.0,2023
-123.38771217759498,53.161069330956124,2023-05-20,Lightning,1.2,2023
-123.39518128315203,53.036034373023895,2023-07-07,Lightning,1297.6,2023
-122.91966401396024,52.80937517111243,2023-07-07,Lightning,2784.7,2023
-123.53725998174306,53.188840551013556,2023-07-08,Lightning,11.0,2023
-124.93165158300658,52.60625521743533,2023-06-24,Lightning,3.0,2023
-124.8362578435733,52.40957778216968,2023-06-25,Lightning,3.7,2023
-124.84016132041704,52.41207646210984,2023-07-10,Lightning,4.7,2023
-124.70138414573623,52.5359869223073,2023-07-07,Lightning,6652.0,2023
-125.55831768289625,52.77862374264693,2023-07-11,Lightning,3347.0,2023
-124.42661447372159,51.40823821505566,2023-07-15,Lightning,2.2,2023
-123.5871598412542,52.27102154464292,2023-07-09,Lightning,26.5,2023
-124.00823913458235,52.027693969108235,2023-07-18,Lightning,1.8,2023
-123.46243928154806,52.075546709504714,2023-07-20,Lightning,1306.4,2023
-123.50263553380186,52.124865913331554,2023-07-20,Lightning,10.5,2023
-123.45822705094031,52.19530399068646,2023-07-20,Lightning,1406.5,2023
-124.62512818460455,52.97070988597586,2023-07-08,Lightning,339.3,2023
-124.45606778893846,52.99497711309738,2023-07-08,Lightning,32.0,2023
-124.01720203098785,52.78099168998595,2023-07-07,Lightning,35.8,2023
-124.10137067197252,52.823326922876475,2023-07-07,Lightning,5.0,2023
-125.03352432309616,52.71848207363213,2023-07-09,Lightning,1282.4,2023
-125.03352432309616,52.71848207363213,2023-07-09,Lightning,1282.4,2023
-123.03938606548074,52.31883571170615,2023-07-21,Lightning,2.5,2023
-124.97831314201018,51.63966061016391,2023-08-27,Lightning,16668.1,2023
-123.59252089842651,52.05382808820333,2023-08-28,Person,1298.9,2023
-123.587552659706,51.774147692108585,2023-12-05,Person,28.4,2023
-123.9440103706083,51.48030389249212,2022-05-16,Person,92.2,2022
-123.42322956114509,51.49393230038464,2022-08-19,Lightning,3.8,2022
-125.19741966420182,52.66880375812166,2022-08-19,Lightning,3.0,2022
-124.79743084064445,52.585684761129784,2022-08-26,Lightning,7.5,2022
-123.05589221852172,51.762185314364395,2022-09-02,Person,2.1,2022
-125.58985001956724,52.62367206493775,2022-09-18,Lightning,3.7,2022
-124.74745721718304,51.31859059443159,2022-09-26,Lightning,172.2,2022
-123.1290306985936,52.00052783359773,2022-10-09,Person,2.7,2022
-124.13583650848969,51.97086735638413,2022-10-10,Person,221.5,2022
-123.16080888851829,51.9167919358425,2022-10-11,Person,1.4,2022
-123.16390075073036,51.91805944952074,2022-10-18,Person,2.4,2022
-124.72228337415756,51.81503324714141,2022-10-26,Person,61.3,2022
-122.44151787245596,52.937539685247366,2022-04-06,Person,1.4,2022
-124.34105306833926,52.82691428628649,2022-08-12,Lightning,5.6,2022
-123.9548120889441,53.08476536008744,2022-08-12,Lightning,2.8,2022
-122.12016311789051,52.06322772091549,2022-04-07,Person,1.6,2022
-122.6277731756016,51.983467039364825,2022-04-12,Person,2.1,2022
-122.5058326070592,51.952856852256716,2022-04-17,Person,3.3,2022
-121.85947888926991,51.9968188854681,2022-04-23,Person,3.2,2022
-122.43548789768137,51.95046334641592,2022-04-23,Person,23.0,2022
-122.61918874798806,51.981991720459,2022-04-24,Person,6.6,2022
-122.54230699650242,51.81013085915208,2022-06-06,Lightning,1.8,2022
-122.30831868086625,51.561176520070795,2022-08-01,Lightning,15.0,2022
-122.20426976729526,51.612102533939854,2022-08-17,Lightning,1.9,2022
-122.99791905482273,52.22842709058101,2022-08-22,Lightning,10.9,2022
-122.00436964883423,52.038245290346616,2022-09-13,Person,1.8,2022
-122.62624467643793,51.789270296325014,2022-09-26,Person,2.4,2022
-120.50061786624764,52.427044719269084,2022-08-23,Lightning,77.3,2022
-120.89632213745426,52.66731137422035,2022-08-24,Lightning,1.0,2022
-120.91479375714327,52.674473376533406,2022-08-24,Lightning,1.9,2022
-121.62199146629705,52.09514612928329,2022-10-17,Person,6.2,2022
-121.20695736311504,51.35457415204226,2022-04-17,Person,23.7,2022
-121.33932763543552,51.23645563778244,2022-07-28,Lightning,42.9,2022
-121.32360506156053,51.25364521996227,2022-08-01,Lightning,3.4,2022
-121.85572358216993,51.50389897696937,2022-08-01,Lightning,2.4,2022
-121.74630932781889,51.34772641418406,2022-08-15,Lightning,20.1,2022
-121.92669502728114,51.506524965493476,2022-08-18,Lightning,34.7,2022
-121.97145074993404,51.45063807948016,2022-08-18,Lightning,5.8,2022
-121.75416926348602,51.26277632558266,2022-08-19,Lightning,3.8,2022
-121.89218710624648,51.51911723350756,2022-08-19,Lightning,2.0,2022
-123.08138294114211,51.935214554162265,2022-04-02,Person,10.8,2022
-123.17257887080524,52.04339128982879,2022-04-07,Person,7.5,2022
-123.11027709807989,51.92432387546539,2022-04-09,Person,2.7,2022
-123.68328679217132,52.126159337628785,2022-04-12,Person,1.1,2022
-123.40008461718872,52.13878778940244,2022-04-14,Person,7.0,2022
-123.15904989104214,52.008437941303136,2022-04-15,Person,6.3,2022
-123.96014774737557,52.14321093386466,2022-04-17,Person,0.5,2022
-123.22968476433292,52.11064630458854,2022-04-18,Person,34.2,2022
-124.07714880081336,52.19729090553843,2022-05-01,Person,3.5,2022
-123.13714228311981,52.00326861599115,2022-05-05,Person,6.5,2022
-125.68820970643687,52.30098993637321,2023-07-08,Lightning,4833.5,2023
-120.46846286116073,51.932359577710294,2023-07-28,Lightning,10.3,2023
